3900.5000  6.495462E-01
3901.3999  6.875663E-01
3902.3000  7.043621E-01
3903.2000  7.056709E-01
3904.1001  7.082849E-01
3905.0000  7.125299E-01
3905.8999  7.264060E-01
3906.8000  7.604380E-01
3907.7000  8.025210E-01
3908.6001  8.320691E-01
3909.5000  8.481054E-01
3910.3999  8.629985E-01
3911.3000  8.678931E-01
3912.2000  8.469983E-01
3913.1001  8.206733E-01
3914.0000  8.195453E-01
3914.8999  8.387979E-01
3915.8000  8.543823E-01
3916.7000  8.577269E-01
3917.6001  8.544035E-01
3918.5000  8.507763E-01
3919.3999  8.536276E-01
3920.3000  8.656502E-01
3921.2000  8.784800E-01
3922.1001  8.808481E-01
3923.0000  8.822008E-01
3923.8999  8.949978E-01
3924.8000  9.016495E-01
3925.7000  8.882336E-01
3926.6001  8.654598E-01
3927.5000  8.404796E-01
3928.3999  8.132073E-01
3929.3000  7.800535E-01
3930.2000  7.226893E-01
3931.1001  6.142908E-01
3932.0000  4.554876E-01
3932.8999  3.165527E-01
3933.8000  3.007352E-01
3934.7000  4.262020E-01
3935.6001  6.007486E-01
3936.5000  7.295616E-01
3937.3999  7.932251E-01
3938.3000  8.247989E-01
3939.2000  8.518423E-01
3940.1001  8.689431E-01
3941.0000  8.656017E-01
3941.8999  8.511873E-01
3942.8000  8.334501E-01
3943.7000  8.192499E-01
3944.6001  8.247116E-01
3945.5000  8.434179E-01
3946.3999  8.462922E-01
3947.3000  8.272316E-01
3948.2000  8.078926E-01
3949.1001  8.003676E-01
3950.0000  7.973189E-01
3950.8999  7.912767E-01
3951.8000  7.828193E-01
3952.7000  7.783389E-01
3953.6001  7.769334E-01
3954.5000  7.624356E-01
3955.3999  7.278910E-01
3956.3000  6.929656E-01
3957.2000  6.789233E-01
3958.1001  6.806744E-01
3959.0000  6.762306E-01
3959.8999  6.507838E-01
3960.8000  6.087273E-01
3961.7000  5.696016E-01
3962.6001  5.450541E-01
3963.5000  5.249586E-01
3964.3999  4.927566E-01
3965.3000  4.432167E-01
3966.2000  3.783844E-01
3967.1001  3.016778E-01
3968.0000  2.302571E-01
3968.8999  1.948435E-01
3969.8000  2.094121E-01
3970.7000  2.591676E-01
3971.6001  3.190982E-01
3972.5000  3.716879E-01
3973.3999  4.163978E-01
3974.3000  4.595119E-01
3975.2000  4.964865E-01
3976.1001  5.241842E-01
3977.0000  5.542020E-01
3977.8999  5.931420E-01
3978.8000  6.317913E-01
3979.7000  6.600373E-01
3980.6001  6.770653E-01
3981.5000  6.857337E-01
3982.3999  6.924562E-01
3983.3000  7.093889E-01
3984.2000  7.348526E-01
3985.1001  7.514483E-01
3986.0000  7.588002E-01
3986.8999  7.757864E-01
3987.8000  8.028952E-01
3988.7000  8.208823E-01
3989.6001  8.277376E-01
3990.5000  8.403763E-01
3991.3999  8.655825E-01
3992.3000  8.874283E-01
3993.2000  8.903140E-01
3994.1001  8.850024E-01
3995.0000  8.855110E-01
3995.8999  8.807631E-01
3996.8000  8.641357E-01
3997.7000  8.603507E-01
3998.6001  8.835545E-01
3999.5000  9.083178E-01
4000.3999  9.146404E-01
4001.3000  9.138400E-01
4002.2000  9.168167E-01
4003.1001  9.133628E-01
4004.0000  8.903492E-01
4004.8999  8.666557E-01
4005.8000  8.753517E-01
4006.7000  9.124418E-01
4007.6001  9.436602E-01
4008.5000  9.518539E-01
4009.3999  9.504195E-01
4010.3000  9.557470E-01
4011.2000  9.599746E-01
4012.1001  9.539619E-01
4013.0000  9.479100E-01
4013.8999  9.499911E-01
4014.8000  9.590975E-01
4015.7000  9.697809E-01
4016.6001  9.728790E-01
4017.5000  9.720489E-01
4018.3999  9.817459E-01
4019.3000  9.957835E-01
4020.2000  9.951547E-01
4021.1001  9.823042E-01
4022.0000  9.709970E-01
4022.8999  9.612588E-01
4023.8000  9.511072E-01
4024.7000  9.519302E-01
4025.6001  9.704442E-01
4026.5000  9.893941E-01
4027.3999  9.888683E-01
4028.3000  9.720848E-01
4029.2000  9.498264E-01
4030.1001  9.282526E-01
4031.0000  9.176619E-01
4031.8999  9.224454E-01
4032.8000  9.343237E-01
4033.7000  9.494251E-01
4034.6001  9.654555E-01
4035.5000  9.795539E-01
4036.3999  9.959633E-01
4037.3000  1.011137E+00
4038.2000  1.013196E+00
4039.1001  1.000455E+00
4040.0000  9.851874E-01
4040.8999  9.805220E-01
4041.8000  9.892019E-01
4042.7000  9.978740E-01
4043.6001  9.824397E-01
4044.5000  9.409984E-01
4045.3999  9.138148E-01
4046.3000  9.334933E-01
4047.2000  9.735691E-01
4048.1001  9.932031E-01
4049.0000  9.979173E-01
4049.8999  1.004930E+00
4050.8000  1.003251E+00
4051.7000  9.868907E-01
4052.6001  9.700187E-01
4053.5000  9.581924E-01
4054.3999  9.510865E-01
4055.3000  9.488526E-01
4056.2000  9.426703E-01
4057.1001  9.318821E-01
4058.0000  9.335500E-01
4058.8999  9.549916E-01
4059.8000  9.777238E-01
4060.7000  9.775943E-01
4061.6001  9.499038E-01
4062.5000  9.106670E-01
4063.3999  8.881555E-01
4064.3000  9.023044E-01
4065.2000  9.275671E-01
4066.1001  9.248537E-01
4067.0000  9.088364E-01
4067.8999  9.158599E-01
4068.8000  9.360233E-01
4069.7000  9.316157E-01
4070.6001  8.965786E-01
4071.5000  8.683442E-01
4072.3999  8.751104E-01
4073.3000  8.965959E-01
4074.2000  8.996077E-01
4075.1001  8.779353E-01
4076.0000  8.426956E-01
4076.8999  8.092889E-01
4077.8000  7.981637E-01
4078.7000  8.124828E-01
4079.6001  8.309758E-01
4080.5000  8.383944E-01
4081.3999  8.334118E-01
4082.3000  8.172692E-01
4083.2000  7.956850E-01
4084.1001  7.764110E-01
4085.0000  7.672805E-01
4085.8999  7.671170E-01
4086.8000  7.637438E-01
4087.7000  7.512077E-01
4088.6001  7.328343E-01
4089.5000  7.132525E-01
4090.3999  6.936576E-01
4091.3000  6.738056E-01
4092.2000  6.551166E-01
4093.1001  6.363368E-01
4094.0000  6.088860E-01
4094.8999  5.715618E-01
4095.8000  5.367422E-01
4096.7002  5.059530E-01
4097.6001  4.690736E-01
4098.5000  4.235100E-01
4099.3999  3.711642E-01
4100.2998  3.158601E-01
4101.2002  2.755082E-01
4102.1001  2.753845E-01
4103.0000  3.177447E-01
4103.8999  3.774474E-01
4104.7998  4.315624E-01
4105.7002  4.739673E-01
4106.6001  5.079297E-01
4107.5000  5.412451E-01
4108.3999  5.743789E-01
4109.2998  5.979884E-01
4110.2002  6.159385E-01
4111.1001  6.398394E-01
4112.0000  6.663342E-01
4112.8999  6.889454E-01
4113.7998  7.109426E-01
4114.7002  7.348644E-01
4115.6001  7.554829E-01
4116.5000  7.661514E-01
4117.3999  7.659434E-01
4118.2998  7.674284E-01
4119.2002  7.827409E-01
4120.1001  8.039227E-01
4121.0000  8.166939E-01
4121.8999  8.205404E-01
4122.7998  8.286827E-01
4123.7002  8.481572E-01
4124.6001  8.664303E-01
4125.5000  8.707400E-01
4126.3999  8.607747E-01
4127.2998  8.462846E-01
4128.2002  8.479196E-01
4129.1001  8.672844E-01
4130.0000  8.784921E-01
4130.8999  8.709529E-01
4131.7998  8.656934E-01
4132.7002  8.782318E-01
4133.6001  8.981436E-01
4134.5000  9.163969E-01
4135.3999  9.341112E-01
4136.2998  9.460901E-01
4137.2002  9.501328E-01
4138.1001  9.580731E-01
4139.0000  9.741503E-01
4139.8999  9.869288E-01
4140.7998  9.879724E-01
4141.7002  9.711449E-01
4142.6001  9.364326E-01
4143.5000  9.126880E-01
4144.3999  9.278528E-01
4145.2998  9.622368E-01
4146.2002  9.822026E-01
4147.1001  9.844924E-01
4148.0000  9.790296E-01
4148.8999  9.719241E-01
4149.7998  9.734014E-01
4150.7002  9.852192E-01
4151.6001  9.937738E-01
4152.5000  9.860909E-01
4153.3999  9.632334E-01
4154.2998  9.429193E-01
4155.2002  9.419803E-01
4156.1001  9.520581E-01
4157.0000  9.566116E-01
4157.8999  9.587616E-01
4158.7998  9.683392E-01
4159.7002  9.797511E-01
4160.6001  9.828705E-01
4161.5000  9.788759E-01
4162.3999  9.723383E-01
4163.2998  9.712867E-01
4164.2002  9.852794E-01
4165.1001  1.001887E+00
4166.0000  9.968198E-01
4166.8999  9.789176E-01
4167.7998  9.798650E-01
4168.7002  9.989066E-01
4169.6001  9.997483E-01
4170.5000  9.672389E-01
4171.3999  9.246336E-01
4172.2998  9.024038E-01
4173.2002  9.129153E-01
4174.1001  9.424623E-01
4175.0000  9.649766E-01
4175.8999  9.661226E-01
4176.7998  9.488096E-01
4177.7002  9.281484E-01
4178.6001  9.266377E-01
4179.5000  9.504488E-01
4180.3999  9.747301E-01
4181.2998  9.771996E-01
4182.2002  9.712841E-01
4183.1001  9.716705E-01
4184.0000  9.742071E-01
4184.8999  9.785759E-01
4185.7998  9.789569E-01
4186.7002  9.647304E-01
4187.6001  9.527546E-01
4188.5000  9.662513E-01
4189.3999  9.895473E-01
4190.2998  9.953463E-01
4191.2002  9.900856E-01
4192.1001  9.997086E-01
4193.0000  1.022299E+00
4193.8999  1.025399E+00
4194.7998  1.002759E+00
4195.7002  9.833905E-01
4196.6001  9.727161E-01
4197.5000  9.496591E-01
4198.3999  9.292027E-01
4199.2998  9.440849E-01
4200.2002  9.718381E-01
4201.1001  9.718088E-01
4202.0000  9.629564E-01
4202.8999  9.750929E-01
4203.7998  9.930518E-01
4204.7002  1.001957E+00
4205.6001  1.008170E+00
4206.5000  1.011284E+00
4207.3999  1.006229E+00
4208.2998  9.969752E-01
4209.2002  9.932826E-01
4210.1001  1.003093E+00
4211.0000  1.023495E+00
4211.8999  1.040668E+00
4212.7998  1.041411E+00
4213.7002  1.020656E+00
4214.6001  9.823861E-01
4215.5000  9.530261E-01
4216.3999  9.584620E-01
4217.2998  9.838873E-01
4218.2002  9.986200E-01
4219.1001  1.002509E+00
4220.0000  1.006762E+00
4220.8999  1.006006E+00
4221.7998  9.978415E-01
4222.7002  9.897326E-01
4223.6001  9.803833E-01
4224.5000  9.578743E-01
4225.3999  9.189715E-01
4226.2998  8.857213E-01
4227.2002  8.949564E-01
4228.1001  9.489849E-01
4229.0000  1.004836E+00
4229.8999  1.030387E+00
4230.7998  1.027239E+00
4231.7002  9.984219E-01
4232.6001  9.540501E-01
4233.5000  9.297136E-01
4234.3999  9.427788E-01
4235.2998  9.662583E-01
4236.2002  9.790998E-01
4237.1001  9.834994E-01
4238.0000  9.787317E-01
4238.8999  9.722170E-01
4239.7998  9.795847E-01
4240.7002  9.961095E-01
4241.6001  1.004136E+00
4242.5000  1.006047E+00
4243.3999  1.013810E+00
