3915.3516 9.966983E-01
3915.7842 9.984288E-01
3916.2168 1.000557E+00
3916.6492 9.979281E-01
3917.0818 9.930670E-01
3917.5144 9.898799E-01
3917.9470 9.902684E-01
3918.3796 9.880862E-01
3918.8123 9.737766E-01
3919.2449 9.546771E-01
3919.6775 9.465208E-01
3920.1101 9.527338E-01
3920.5427 9.623510E-01
3920.9753 9.693346E-01
3921.4080 9.762468E-01
3921.8406 9.828348E-01
3922.2732 9.876237E-01
3922.7058 9.909829E-01
3923.1387 9.913305E-01
3923.5713 9.884715E-01
3924.0039 9.838994E-01
3924.4365 9.785916E-01
3924.8694 9.728907E-01
3925.3020 9.666434E-01
3925.7346 9.558313E-01
3926.1675 9.438185E-01
3926.6001 9.398419E-01
3927.0330 9.436312E-01
3927.4656 9.500993E-01
3927.8984 9.569208E-01
3928.3311 9.612318E-01
3928.7639 9.650556E-01
3929.1965 9.716603E-01
3929.6294 9.766596E-01
3930.0623 9.780246E-01
3930.4949 9.811143E-01
3930.9277 9.892093E-01
3931.3606 9.952174E-01
3931.7935 9.931087E-01
3932.2261 9.885852E-01
3932.6589 9.853618E-01
3933.0918 9.740721E-01
3933.5247 9.407214E-01
3933.9575 8.855979E-01
3934.3904 8.407080E-01
3934.8232 8.498071E-01
3935.2561 9.044144E-01
3935.6890 9.574963E-01
3936.1218 9.870304E-01
3936.5547 9.972881E-01
3936.9875 9.956328E-01
3937.4204 9.914462E-01
3937.8533 9.915648E-01
3938.2861 9.947975E-01
3938.7190 9.997483E-01
3939.1521 1.003848E+00
3939.5850 1.004946E+00
3940.0178 1.004226E+00
3940.4507 1.002413E+00
3940.8838 1.000758E+00
3941.3167 1.000521E+00
3941.7498 1.001341E+00
3942.1826 1.001569E+00
3942.6155 9.991355E-01
3943.0486 9.967468E-01
3943.4814 9.951615E-01
3943.9146 9.911517E-01
3944.3477 9.824805E-01
3944.7805 9.698484E-01
3945.2136 9.637826E-01
3945.6465 9.766420E-01
3946.0796 9.977396E-01
3946.5127 1.008181E+00
3946.9456 1.006923E+00
3947.3787 1.002814E+00
3947.8118 1.002795E+00
3948.2449 1.005262E+00
3948.6780 1.004724E+00
3949.1108 1.002310E+00
3949.5439 1.000804E+00
3949.9771 9.997339E-01
3950.4102 9.988816E-01
3950.8433 9.991435E-01
3951.2764 1.000093E+00
3951.7095 9.994577E-01
3952.1426 9.960477E-01
3952.5757 9.905914E-01
3953.0088 9.829241E-01
3953.4419 9.708357E-01
3953.8752 9.541364E-01
3954.3083 9.405632E-01
3954.7415 9.418625E-01
3955.1746 9.580819E-01
3955.6077 9.733177E-01
3956.0410 9.794902E-01
3956.4741 9.799988E-01
3956.9072 9.788545E-01
3957.3406 9.792129E-01
3957.7737 9.788038E-01
3958.2070 9.751542E-01
3958.6401 9.716830E-01
3959.0732 9.713002E-01
3959.5066 9.728131E-01
3959.9399 9.714403E-01
3960.3730 9.640895E-01
3960.8064 9.536486E-01
3961.2395 9.433598E-01
3961.6729 9.342116E-01
3962.1062 9.282178E-01
3962.5393 9.241017E-01
3962.9727 9.163091E-01
3963.4060 9.016981E-01
3963.8394 8.769310E-01
3964.2725 8.411708E-01
3964.7058 8.092061E-01
3965.1392 8.027027E-01
3965.5725 8.163153E-01
3966.0059 8.269571E-01
3966.4392 8.222828E-01
3966.8726 8.030208E-01
3967.3059 7.753603E-01
3967.7393 7.411773E-01
3968.1726 6.968831E-01
3968.6060 6.408193E-01
3969.0393 5.807058E-01
3969.4727 5.377160E-01
3969.9060 5.294532E-01
3970.3394 5.504862E-01
3970.7729 5.866340E-01
3971.2063 6.264343E-01
3971.6396 6.616946E-01
3972.0730 6.905921E-01
3972.5063 7.145444E-01
3972.9399 7.343306E-01
3973.3733 7.542157E-01
3973.8069 7.829455E-01
3974.2402 8.182923E-01
3974.6736 8.498787E-01
3975.1072 8.723569E-01
3975.5405 8.866808E-01
3975.9741 8.978164E-01
3976.4075 9.090075E-01
3976.8411 9.192784E-01
3977.2747 9.269000E-01
3977.7080 9.327829E-01
3978.1416 9.388413E-01
3978.5752 9.462132E-01
3979.0085 9.536112E-01
3979.4421 9.589967E-01
3979.8757 9.624857E-01
3980.3091 9.662487E-01
3980.7427 9.707856E-01
3981.1763 9.729747E-01
3981.6099 9.691834E-01
3982.0435 9.602426E-01
3982.4771 9.501606E-01
3982.9106 9.447945E-01
3983.3442 9.493022E-01
3983.7778 9.612843E-01
3984.2114 9.736503E-01
3984.6450 9.829386E-01
3985.0786 9.882704E-01
3985.5122 9.888506E-01
3985.9458 9.891543E-01
3986.3794 9.936668E-01
3986.8130 9.997910E-01
3987.2468 1.003595E+00
3987.6804 1.003010E+00
3988.1140 1.000363E+00
3988.5476 1.000093E+00
3988.9814 1.001064E+00
3989.4150 1.001543E+00
3989.8486 1.002155E+00
3990.2825 1.001006E+00
3990.7161 9.985952E-01
3991.1499 9.990616E-01
3991.5835 1.002833E+00
3992.0171 1.006515E+00
3992.4509 1.008625E+00
3992.8848 1.008403E+00
3993.3184 1.005746E+00
3993.7522 1.000630E+00
3994.1858 9.914094E-01
3994.6196 9.777501E-01
3995.0535 9.664994E-01
3995.4871 9.676402E-01
3995.9209 9.784101E-01
3996.3547 9.875532E-01
3996.7886 9.889564E-01
3997.2222 9.848644E-01
3997.6560 9.824586E-01
3998.0898 9.828069E-01
3998.5237 9.829213E-01
3998.9575 9.852880E-01
3999.3914 9.939000E-01
3999.8252 1.002455E+00
4000.2590 1.001964E+00
4000.6929 9.977881E-01
4001.1267 9.983062E-01
4001.5605 1.002318E+00
4001.9944 1.003853E+00
4002.4282 1.000695E+00
4002.8621 9.957964E-01
4003.2959 9.906929E-01
4003.7300 9.867949E-01
4004.1638 9.850402E-01
4004.5977 9.832553E-01
4005.0315 9.798569E-01
4005.4653 9.754657E-01
4005.8994 9.721674E-01
4006.3333 9.702198E-01
4006.7671 9.664402E-01
4007.2012 9.610025E-01
4007.6350 9.544658E-01
4008.0691 9.427301E-01
4008.5029 9.231288E-01
4008.9370 9.017549E-01
4009.3708 8.884391E-01
4009.8049 8.913652E-01
4010.2388 9.096665E-01
4010.6729 9.310078E-01
4011.1069 9.477506E-01
4011.5408 9.589991E-01
4011.9749 9.659296E-01
4012.4089 9.723539E-01
4012.8428 9.800290E-01
4013.2769 9.857433E-01
4013.7109 9.886201E-01
4014.1450 9.897357E-01
4014.5791 9.899207E-01
4015.0129 9.929195E-01
4015.4470 9.977995E-01
4015.8811 1.000368E+00
4016.3152 1.001250E+00
4016.7493 1.000185E+00
4017.1833 9.951857E-01
4017.6174 9.916266E-01
4018.0515 9.940715E-01
4018.4856 9.988081E-01
4018.9197 1.002093E+00
4019.3538 1.005386E+00
4019.7878 1.009826E+00
4020.2222 1.010733E+00
4020.6562 1.004619E+00
4021.0903 9.968643E-01
4021.5244 9.914001E-01
4021.9585 9.856200E-01
4022.3928 9.793212E-01
4022.8269 9.705148E-01
4023.2610 9.531062E-01
4023.6953 9.258483E-01
4024.1294 8.928779E-01
4024.5637 8.554603E-01
4024.9978 8.120546E-01
4025.4321 7.639316E-01
4025.8662 7.206218E-01
4026.3003 7.043583E-01
4026.7346 7.327221E-01
4027.1689 7.962991E-01
4027.6030 8.648677E-01
4028.0374 9.160000E-01
4028.4714 9.468442E-01
4028.9058 9.615246E-01
4029.3401 9.673088E-01
4029.7744 9.738129E-01
4030.2085 9.796159E-01
4030.6428 9.806532E-01
4031.0771 9.807922E-01
4031.5115 9.816299E-01
4031.9456 9.814401E-01
4032.3799 9.823914E-01
4032.8142 9.850335E-01
4033.2485 9.870054E-01
4033.6829 9.878863E-01
4034.1172 9.869682E-01
4034.5515 9.824711E-01
4034.9858 9.774186E-01
4035.4202 9.786699E-01
4035.8545 9.871195E-01
4036.2888 9.975555E-01
4036.7231 1.007380E+00
4037.1577 1.011733E+00
4037.5920 1.008785E+00
4038.0264 1.006428E+00
4038.4607 1.006634E+00
4038.8950 1.006105E+00
4039.3296 1.005102E+00
4039.7639 1.003849E+00
4040.1982 9.999813E-01
4040.6328 9.921128E-01
4041.0671 9.823542E-01
4041.5015 9.786585E-01
4041.9360 9.853734E-01
4042.3704 9.954164E-01
4042.8049 1.000656E+00
4043.2393 9.987099E-01
4043.6738 9.921046E-01
4044.1082 9.873025E-01
4044.5427 9.846179E-01
4044.9771 9.806011E-01
4045.4116 9.785070E-01
4045.8462 9.804437E-01
4046.2805 9.847674E-01
4046.7151 9.902785E-01
4047.1497 9.945206E-01
4047.5840 9.970813E-01
4048.0186 9.996967E-01
4048.4531 1.001575E+00
4048.8877 1.001062E+00
4049.3223 1.002258E+00
4049.7568 1.007463E+00
4050.1912 1.014394E+00
